Time, Voltage, Temperature 
539275,0.9484825,53.31
539536,0.949288136,53.31
539706,0.9508995,53.38
539877,0.9500938,53.38
540052,0.9484825,53.38
540223,0.9484825,53.38
540402,0.94525976,53.44
540578,0.9484825,53.44
540748,0.949288136,53.44
540924,0.9508995,53.44
541098,0.9517052,53.5
541272,0.9500938,53.5
541454,0.9500938,53.5
541621,0.949288136,53.5
541793,0.9508995,53.5
542055,0.94525976,53.5
542225,0.9508995,53.5
542407,0.949288136,53.5
542590,0.9565393,53.5
542762,0.9484825,53.5
542935,0.947676864,53.5
543109,0.9541222,53.56
543278,0.94525976,53.56
543449,0.947676864,53.56
543629,0.94525976,53.56
543809,0.9508995,53.56
543983,0.9508995,53.56
544161,0.94445416,53.56
544335,0.95492784,53.56
544599,0.95492784,53.56
544773,0.9541222,53.56
544946,0.9468711,53.56
545125,0.94445416,53.56
545300,0.9428427,53.62
545476,0.94445416,53.62
545650,0.94445416,53.62
545823,0.94445416,53.62
545999,0.949288136,53.62
546185,0.9508995,53.62
546365,0.94364848,53.62
546539,0.94203704,53.62
546714,0.9484825,53.69
546886,0.9484825,53.69
547146,0.9484825,53.69
547330,0.94123132,53.69
547511,0.9508995,53.69
547684,0.9428427,53.69
547871,0.949288136,53.69
548054,0.94525976,53.69
548229,0.94123132,53.69
548410,0.9460654,53.69
548579,0.94364848,53.69
548751,0.9460654,53.75
548929,0.9484825,53.75
549107,0.93881432,53.75
549295,0.947676864,53.75
549472,0.94203704,53.75
549744,0.94123132,53.75
549915,0.9396201,53.75
550091,0.94525976,53.75
550276,0.93881432,53.75
550457,0.94203704,53.75
550643,0.94123132,53.75
550825,0.9468711,53.75
551007,0.94364848,53.75
551188,0.9396201,53.75
551366,0.947676864,53.75
551548,0.9428427,53.75
551728,0.94525976,53.75
551903,0.93881432,53.75
552085,0.94364848,53.75
552344,0.94525976,53.75
552525,0.947676864,53.75
552709,0.94525976,53.75
552891,0.94203704,53.75
553071,0.937203,53.81
553246,0.94445416,53.81
553424,0.94445416,53.81
553608,0.9484825,53.81
553788,0.93800868,53.81
553970,0.94203704,53.81
554163,0.9428427,53.81
554342,0.9460654,53.81
554521,0.9363974,53.88
554700,0.9396201,53.88
554965,0.94203704,53.88
555151,0.94123132,53.88
555338,0.9428427,53.88
555524,0.94364848,53.88
555701,0.93800868,53.88
555894,0.93800868,53.88
556078,0.93881432,53.88
556262,0.9363974,53.88
556446,0.9428427,53.88
556633,0.94042576,53.94
556813,0.9396201,53.94
556993,0.937203,53.94
557173,0.93881432,53.94
557358,0.9428427,53.94
557635,0.9331746,53.94
557814,0.9331746,53.94
557995,0.9363974,53.94
558182,0.9363974,53.94
558360,0.94123132,53.94
558551,0.932369,53.94
558736,0.9428427,54.0
558918,0.93156328,54.0
559102,0.9355917,54.0
559284,0.932369,54.0
559462,0.934785968,54.0
559647,0.937203,54.0
559832,0.934785968,54.0
560025,0.93881432,54.0
560293,0.93156328,54.06
560480,0.93156328,54.06
560662,0.93881432,54.06
560845,0.93881432,54.06
561029,0.9363974,54.12
561212,0.9355917,54.12
561399,0.93800868,54.12
561582,0.9307576,54.12
561763,0.93156328,54.19
561957,0.9339803,54.19
562183,0.9363974,54.19
562354,0.934785968,54.19
562527,0.9283406,54.19
562688,0.9299519,54.19
562933,0.92914624,54.19
563099,0.92914624,54.19
563267,0.9299519,54.25
563439,0.9283406,54.25
563607,0.93156328,54.25
563774,0.9355917,54.25
563951,0.9283406,54.31
564118,0.9259235,54.31
564282,0.932369,54.31
564449,0.932369,54.31
564607,0.932369,54.31
564768,0.92511784,54.31
564934,0.9355917,54.31
565100,0.934785968,54.31
565367,0.92511784,54.38
565533,0.932369,54.38
565703,0.9267292,54.38
565864,0.932369,54.38
566029,0.9331746,54.38
566200,0.92511784,54.38
566372,0.9283406,54.38
566547,0.93156328,54.38
566720,0.92511784,54.38
566891,0.9259235,54.38
567060,0.9227008,54.38
567230,0.9283406,54.38
567398,0.92189512,54.38
567569,0.9227008,54.38
567819,0.9227008,54.38
567987,0.92914624,54.38
568150,0.92028384,54.44
568323,0.9170611,54.44
568495,0.92028384,54.44
568668,0.9227008,54.44
568835,0.9267292,54.44
569001,0.92028384,54.44
569169,0.9259235,54.44
569338,0.9267292,54.44
569510,0.9227008,54.44
569678,0.9194781,54.44
569860,0.92189512,54.44
570035,0.92511784,54.44
570293,0.92511784,54.44
570461,0.9235065,54.44
570631,0.9235065,54.44
570803,0.918672464,54.44
570986,0.918672464,54.5
571165,0.918672464,54.5
571334,0.918672464,54.5
571509,0.917866736,54.5
571683,0.9170611,54.56
571851,0.92028384,54.56
572028,0.92028384,54.56
572203,0.9210895,54.56
572372,0.9162555,54.56
572543,0.918672464,54.56
572801,0.92189512,54.56
572978,0.92511784,54.56
573168,0.92028384,54.56
573340,0.91544976,54.56
573508,0.91464408,54.56
573684,0.9138384,54.62
573853,0.9162555,54.62
574031,0.92028384,54.62
574207,0.9170611,54.62
574377,0.91544976,54.62
574551,0.91544976,54.62
574723,0.91544976,54.62
574893,0.9227008,54.62
575062,0.9194781,54.69
575322,0.917866736,54.69
575504,0.91544976,54.69
575678,0.9122271,54.69
575855,0.92189512,54.69
576029,0.9170611,54.69
576200,0.91142136,54.69
576375,0.9194781,54.75
576548,0.9227008,54.75
576725,0.9194781,54.75
576896,0.91544976,54.75
577080,0.92511784,54.75
577256,0.91544976,54.75
577438,0.9138384,54.75
577616,0.9138384,54.75
577873,0.9122271,54.81
578044,0.9106157,54.81
578219,0.9122271,54.81
578394,0.90981,54.81
578577,0.917866736,54.88
578756,0.9138384,54.88
578929,0.9106157,54.88
579117,0.90981,54.88
579295,0.90900432,54.94
579469,0.9138384,54.94
579646,0.90981,54.94
579816,0.9170611,54.94
579989,0.90900432,54.94
580168,0.9065873,54.94
580430,0.91142136,54.94
580621,0.90819864,55.0
580795,0.9122271,55.0
580977,0.9122271,55.0
581150,0.91142136,55.0
581331,0.91544976,55.0
581516,0.90981,55.0
581693,0.9130327,55.0
581877,0.907393,55.0
582057,0.9106157,55.0
582233,0.9130327,55.0
582412,0.9065873,55.0
582590,0.9041703,55.0
582768,0.9057816,55.0
583034,0.9106157,55.0
583207,0.907393,55.0
583384,0.90981,55.06
583553,0.9041703,55.06
583731,0.904975936,55.06
583916,0.9041703,55.06
584097,0.9130327,55.06
584274,0.9033646,55.06
584449,0.9057816,55.06
584623,0.904975936,55.06
584806,0.904975936,55.12
584989,0.90175325,55.12
585173,0.90900432,55.12
585364,0.9106157,55.12
585630,0.9065873,55.12
585809,0.9057816,55.12
585989,0.907393,55.12
586168,0.9138384,55.12
586350,0.9025589,55.19
586535,0.904975936,55.19
586723,0.9130327,55.19
586901,0.9065873,55.19
587082,0.8993362,55.19
587265,0.9033646,55.19
587445,0.90981,55.19
587630,0.9025589,55.19
587812,0.9106157,55.25
588001,0.9033646,55.25
588267,0.9025589,55.25
588448,0.89853052,55.31
588634,0.9041703,55.31
588829,0.90981,55.31
589009,0.907393,55.31
589187,0.9057816,55.31
589370,0.9041703,55.31
589549,0.9001419,55.31
589740,0.9001419,55.31
589924,0.9009476,55.31
590105,0.9009476,55.31
590286,0.89772488,55.31
590470,0.904975936,55.31
590651,0.9001419,55.31
590917,0.9009476,55.31
591100,0.8993362,55.31
591288,0.89853052,55.25
591472,0.9001419,55.25
591657,0.89450216,55.25
591841,0.9001419,55.25
592022,0.9065873,55.31
592207,0.9001419,55.31
592389,0.89853052,55.31
592575,0.9001419,55.31
592756,0.9025589,55.31
592934,0.90175325,55.31
593123,0.89853052,55.31
593311,0.8961135,55.31
593582,0.9001419,55.25
593774,0.8993362,55.25
593955,0.89450216,55.25
594136,0.89772488,55.25
594361,0.89772488,55.31
594533,0.9009476,55.31
594702,0.8936965,55.31
594864,0.89772488,55.31
595042,0.89208516,55.31
595212,0.8993362,55.31
595373,0.9025589,55.31
595539,0.90175325,55.31
595702,0.9001419,55.31
595865,0.89853052,55.31
596118,0.8993362,55.31
596281,0.8928908,55.31
596458,0.8936965,55.31
596621,0.89530784,55.31
596792,0.8961135,55.31
596952,0.89450216,55.31
597120,0.89208516,55.31
597294,0.89208516,55.31
597461,0.8936965,55.31
597635,0.89853052,55.31
597817,0.89208516,55.31
597988,0.8969192,55.31
598160,0.8928908,55.31
598327,0.8904738,55.31
598577,0.8993362,55.38
598746,0.8928908,55.38
598910,0.89450216,55.38
599080,0.8961135,55.38
599242,0.8896681,55.38
599411,0.8969192,55.38
599582,0.8896681,55.38
599747,0.89127944,55.38
599914,0.8969192,55.38
600081,0.89127944,55.38
600249,0.89530784,55.38
600420,0.89127944,55.38
