Time, Voltage, Temperature 
92166,2.374882,3.0
92286,2.3684368,3.0
92406,2.3539346,3.0
92527,2.370048,3.0
92646,2.3539346,3.0
92767,2.3764934,3.0
92888,2.3660196,3.0
93009,2.3740764,3.0
93130,2.3789104,3.0
93251,2.3539346,3.0
93372,2.3636026,3.0
93493,2.3756878,3.0
93614,2.3732708,3.06
93735,2.3692424,3.06
93856,2.3684368,3.06
93976,2.3636026,3.06
94097,2.3652138,3.06
94218,2.3724652,3.06
94339,2.3579628,3.06
94460,2.366825,3.06
94580,2.3539346,3.06
94701,2.3571572,3.06
94822,2.355546,3.06
94941,2.3619912,3.06
95062,2.3579628,3.06
95183,2.3587684,3.06
95304,2.3611856,3.06
95425,2.3644082,3.06
95546,2.366825,3.06
95665,2.3539346,3.06
95786,2.3692424,3.12
95907,2.3619912,3.12
96028,2.3756878,3.12
96149,2.3587684,3.12
96303,2.370048,3.12
96423,2.3571572,3.12
96544,2.3627968,3.12
96665,2.3539346,3.12
96786,2.355546,3.12
96905,2.3636026,3.12
97026,2.3756878,3.12
97147,2.355546,3.12
97266,2.366825,3.12
97386,2.3539346,3.12
97507,2.366825,3.12
97627,2.3644082,3.12
97748,2.3740764,3.12
97869,2.3579628,3.12
97990,2.3515174,3.12
98111,2.3636026,3.12
98232,2.3547402,3.12
98353,2.3740764,3.12
98474,2.3579628,3.12
98595,2.3595744,3.19
98716,2.3611856,3.19
98837,2.3571572,3.19
98958,2.3692424,3.19
99079,2.374882,3.19
99199,2.353129,3.19
99318,2.3684368,3.19
99438,2.3636026,3.19
99559,2.3732708,3.19
99680,2.3684368,3.19
99801,2.374882,3.19
99920,2.3708536,3.19
100041,2.3724652,3.19
100162,2.3611856,3.19
100283,2.3724652,3.19
100404,2.3660196,3.19
100525,2.377299,3.19
100645,2.374882,3.19
100764,2.355546,3.25
100883,2.374882,3.25
101003,2.3724652,3.25
101123,2.3660196,3.25
101244,2.370048,3.25
101364,2.3587684,3.25
101485,2.355546,3.25
101604,2.3676312,3.25
101725,2.3660196,3.25
101846,2.3482948,3.25
101966,2.3797162,3.25
102090,2.370048,3.25
102210,2.3724652,3.31
102331,2.3644082,3.31
102452,2.374882,3.31
102571,2.370048,3.31
102691,2.355546,3.31
102810,2.36038,3.31
102928,2.3676312,3.31
103049,2.3740764,3.31
103170,2.3619912,3.31
103291,2.3507116,3.31
103412,2.3539346,3.31
103533,2.3515174,3.31
103654,2.3571572,3.31
103775,2.3579628,3.31
103896,2.36038,3.31
104014,2.3627968,3.31
104134,2.3627968,3.31
104255,2.366825,3.31
104374,2.3611856,3.31
104495,2.3724652,3.38
104616,2.3627968,3.38
104736,2.3547402,3.38
104857,2.370048,3.38
104977,2.3676312,3.38
105098,2.3676312,3.38
105219,2.3579628,3.38
105340,2.3547402,3.38
105461,2.3756878,3.38
105582,2.3684368,3.38
105703,2.3732708,3.38
105824,2.3684368,3.38
105944,2.3740764,3.38
106065,2.347489,3.38
106185,2.36038,3.38
106303,2.3547402,3.38
106424,2.3724652,3.38
106544,2.3684368,3.38
106664,2.366825,3.44
106783,2.3627968,3.44
106903,2.3571572,3.44
107024,2.3724652,3.44
107145,2.3611856,3.44
107266,2.3708536,3.44
107387,2.3684368,3.44
107507,2.3595744,3.44
107628,2.3740764,3.44
107753,2.3732708,3.44
107874,2.3515174,3.44
107995,2.370048,3.44
108114,2.353129,3.44
108234,2.353129,3.44
108354,2.3539346,3.44
108475,2.36038,3.44
108593,2.3539346,3.44
108714,2.3482948,3.44
108835,2.3636026,3.5
108956,2.3491004,3.5
109077,2.353129,3.5
109197,2.353129,3.5
109317,2.3595744,3.5
109438,2.366825,3.5
109558,2.3563516,3.5
109679,2.349906,3.5
109798,2.3466832,3.5
109919,2.3636026,3.5
110040,2.347489,3.5
110160,2.366825,3.5
110280,2.3636026,3.5
110401,2.3660196,3.5
110522,2.3482948,3.5
110642,2.3627968,3.5
110762,2.3636026,3.5
110884,2.370048,3.56
111003,2.3539346,3.56
111124,2.366825,3.56
111244,2.3684368,3.56
111364,2.3740764,3.56
111485,2.36038,3.56
111603,2.3587684,3.56
111724,2.3547402,3.56
111845,2.36038,3.56
111964,2.353129,3.56
112083,2.355546,3.56
112202,2.3660196,3.56
112323,2.3571572,3.56
112444,2.3724652,3.56
112565,2.36038,3.56
112683,2.3539346,3.56
112804,2.3466832,3.56
112924,2.36038,3.56
113043,2.3644082,3.56
113164,2.3619912,3.62
113285,2.3660196,3.62
113406,2.366825,3.62
113526,2.3611856,3.62
113650,2.3708536,3.62
113772,2.3571572,3.62
113893,2.3676312,3.62
114014,2.366825,3.62
114133,2.3636026,3.62
114254,2.36038,3.62
114372,2.3595744,3.62
114493,2.3619912,3.62
114614,2.3595744,3.69
114735,2.3676312,3.69
114856,2.3644082,3.69
114977,2.3571572,3.69
115098,2.3692424,3.69
115219,2.3676312,3.69
115340,2.3466832,3.69
115460,2.3660196,3.69
115581,2.3482948,3.69
115702,2.3466832,3.69
115822,2.353129,3.69
115941,2.3515174,3.69
116062,2.3611856,3.69
116183,2.3619912,3.69
116304,2.345072,3.69
116423,2.3579628,3.69
116544,2.3692424,3.69
116665,2.355546,3.75
116784,2.366825,3.75
116903,2.3740764,3.75
117024,2.3579628,3.75
117145,2.3692424,3.75
117266,2.3482948,3.75
117387,2.36038,3.75
117505,2.3466832,3.75
117625,2.3523232,3.75
117746,2.3507116,3.75
117867,2.3611856,3.75
117988,2.3539346,3.75
118109,2.3547402,3.81
118230,2.355546,3.81
118350,2.3442664,3.81
118471,2.3563516,3.81
118592,2.3595744,3.81
118713,2.3676312,3.81
118834,2.3466832,3.81
118955,2.366825,3.81
119075,2.345072,3.81
119194,2.3644082,3.81
119352,2.3434608,3.81
119473,2.3458776,3.81
119594,2.3563516,3.81
119715,2.3708536,3.81
119836,2.3644082,3.81
119957,2.3595744,3.81
120078,2.3434608,3.81
120199,2.3676312,3.88
120320,2.3644082,3.88
120442,2.3507116,3.88
120562,2.3660196,3.88
120683,2.3692424,3.88
120804,2.3636026,3.88
120926,2.340238,3.88
121045,2.3491004,3.88
121166,2.3434608,3.88
121287,2.3386266,3.88
121408,2.349906,3.88
121528,2.3595744,3.88
121649,2.349906,3.94
121768,2.337821,3.94
121888,2.3491004,3.94
122009,2.347489,3.94
122128,2.3579628,3.94
122249,2.342655,3.94
122369,2.3386266,3.94
122491,2.3579628,3.94
122611,2.36038,3.94
122729,2.36038,3.94
122847,2.3442664,3.94
122968,2.3619912,3.94
123089,2.3410436,3.94
123210,2.3627968,3.94
123330,2.353129,3.94
123450,2.3466832,3.94
123571,2.345072,3.94
123690,2.3611856,3.94
123811,2.3619912,4.0
123932,2.3458776,4.0
124053,2.3515174,4.0
124174,2.3563516,4.0
124295,2.366825,4.0
124415,2.3579628,4.0
124537,2.340238,4.0
124656,2.3571572,4.0
124777,2.3482948,4.0
124898,2.3619912,4.0
125023,2.3507116,4.0
125144,2.3611856,4.0
125265,2.3660196,4.06
125387,2.3515174,4.06
125508,2.3418494,4.06
125629,2.3434608,4.06
125751,2.3652138,4.06
125872,2.3627968,4.06
125992,2.349906,4.06
126111,2.337821,4.06
126231,2.3611856,4.06
126352,2.353129,4.06
126472,2.355546,4.06
126591,2.3539346,4.06
126712,2.3434608,4.12
126833,2.3410436,4.12
126954,2.3386266,4.12
127075,2.3660196,4.12
127197,2.36038,4.12
127315,2.345072,4.12
127434,2.3627968,4.12
127555,2.3660196,4.12
127676,2.3442664,4.12
127797,2.3595744,4.12
127918,2.366825,4.12
128038,2.3547402,4.19
128159,2.3515174,4.19
128280,2.3539346,4.19
128402,2.3563516,4.19
128522,2.3547402,4.19
128643,2.3579628,4.19
128764,2.3410436,4.19
128885,2.3482948,4.19
129006,2.3539346,4.19
129128,2.342655,4.19
129247,2.340238,4.19
129367,2.3362098,4.19
129489,2.345072,4.25
129608,2.3491004,4.25
129730,2.353129,4.25
129849,2.3515174,4.25
129971,2.3539346,4.25
130092,2.3595744,4.25
130214,2.3418494,4.25
130335,2.345072,4.25
130454,2.3418494,4.25
130575,2.3466832,4.25
130698,2.349906,4.25
130818,2.3386266,4.25
130940,2.345072,4.25
131059,2.3442664,4.25
131181,2.3370154,4.25
131302,2.3482948,4.25
131422,2.349906,4.25
131542,2.3579628,4.25
131662,2.3579628,4.31
131783,2.3563516,4.31
131904,2.3563516,4.31
